booking_id,property_id,booking_date,check_in_date,checkout_date,no_guests,room_category,booking_platform,ratings_given,booking_status,revenue_generated,revenue_realized
Jul052219561RT220,19561,1/7/2022,5/7/2022,8/7/2022,1,RT2,tripster,3,Checked Out,13500,13500
Jul052219561RT221,19561,29-06-22,5/7/2022,10/7/2022,2,RT2,others,3,Checked Out,13500,13500
Jul052219561RT222,19561,30-06-22,5/7/2022,11/7/2022,2,RT2,others,,Checked Out,13500,13500
Jul052219561RT31,19561,4/7/2022,5/7/2022,8/7/2022,2,RT3,makeyourtrip,,Checked Out,18000,18000
Jul052219561RT32,19561,2/7/2022,5/7/2022,11/7/2022,2,RT3,journey,3,Checked Out,18000,18000
Jul052219561RT33,19561,11/6/2022,5/7/2022,11/7/2022,2,RT3,others,,No Show,18000,18000
Jul052219561RT34,19561,30-06-22,5/7/2022,6/7/2022,2,RT3,makeyourtrip,,Checked Out,18000,18000
Jul052219561RT35,19561,1/7/2022,5/7/2022,6/7/2022,2,RT3,others,4,Checked Out,18000,18000
Jul052219561RT36,19561,2/7/2022,5/7/2022,6/7/2022,2,RT3,journey,3,Checked Out,18000,18000
Jul052219561RT37,19561,1/7/2022,5/7/2022,6/7/2022,3,RT3,makeyourtrip,3,Checked Out,19800,19800
Jul052219561RT38,19561,30-06-22,5/7/2022,10/7/2022,3,RT3,others,3,Checked Out,19800,19800
Jul052219561RT39,19561,2/7/2022,5/7/2022,6/7/2022,2,RT3,tripster,,Checked Out,18000,18000
Jul052219561RT310,19561,2/7/2022,5/7/2022,6/7/2022,4,RT3,others,,Cancelled,21600,8640
Jul052219561RT311,19561,11/6/2022,5/7/2022,11/7/2022,2,RT3,others,,Checked Out,18000,18000
Jul052219561RT312,19561,11/6/2022,5/7/2022,6/7/2022,2,RT3,others,3,Checked Out,18000,18000
Jul052219561RT313,19561,29-06-22,5/7/2022,6/7/2022,1,RT3,direct offline,,Cancelled,18000,7200
Jul052219561RT314,19561,29-06-22,5/7/2022,6/7/2022,3,RT3,others,3,Checked Out,19800,19800
Jul052219561RT315,19561,28-06-22,5/7/2022,6/7/2022,2,RT3,direct offline,3,Checked Out,18000,18000
Jul052219561RT41,19561,2/7/2022,5/7/2022,7/7/2022,2,RT4,others,,Checked Out,28500,28500
Jul052219561RT42,19561,11/6/2022,5/7/2022,10/7/2022,2,RT4,logtrip,,Cancelled,28500,11400
Jul052219561RT43,19561,1/7/2022,5/7/2022,9/7/2022,2,RT4,direct offline,4,Checked Out,28500,28500
Jul052219561RT44,19561,28-06-22,5/7/2022,8/7/2022,2,RT4,tripster,5,Checked Out,28500,28500
Jul052219562RT11,19562,29-06-22,5/7/2022,6/7/2022,1,RT1,others,,Cancelled,9750,3900
Jul052219562RT12,19562,2/7/2022,5/7/2022,6/7/2022,2,RT1,makeyourtrip,,Checked Out,9750,9750
Jul052219562RT13,19562,5/7/2022,5/7/2022,6/7/2022,1,RT1,others,,Checked Out,9750,9750
Jul052219562RT14,19562,1/7/2022,5/7/2022,6/7/2022,2,RT1,logtrip,,Checked Out,9750,9750
Jul052219562RT15,19562,1/7/2022,5/7/2022,6/7/2022,2,RT1,makeyourtrip,,Cancelled,9750,3900
Jul052219562RT16,19562,28-06-22,5/7/2022,8/7/2022,2,RT1,logtrip,,Cancelled,9750,3900
Jul052219562RT17,19562,29-06-22,5/7/2022,7/7/2022,2,RT1,others,,Checked Out,9750,9750
Jul052219562RT18,19562,2/7/2022,5/7/2022,7/7/2022,3,RT1,others,5,Checked Out,10725,10725
Jul052219562RT19,19562,28-06-22,5/7/2022,6/7/2022,2,RT1,direct online,,Checked Out,9750,9750
Jul052219562RT110,19562,3/7/2022,5/7/2022,6/7/2022,1,RT1,tripster,,Checked Out,9750,9750
Jul052219562RT111,19562,2/7/2022,5/7/2022,6/7/2022,3,RT1,direct online,,Checked Out,10725,10725
Jul052219562RT112,19562,28-06-22,5/7/2022,8/7/2022,2,RT1,tripster,3,Checked Out,9750,9750
Jul052219562RT113,19562,3/7/2022,5/7/2022,10/7/2022,3,RT1,logtrip,,Cancelled,10725,4290
Jul052219562RT114,19562,1/7/2022,5/7/2022,11/7/2022,2,RT1,direct offline,5,Checked Out,9750,9750
Jul052219562RT115,19562,11/6/2022,5/7/2022,10/7/2022,2,RT1,logtrip,,No Show,9750,9750
Jul052219562RT116,19562,28-06-22,5/7/2022,6/7/2022,4,RT1,direct offline,5,Checked Out,11700,11700
Jul052219562RT117,19562,3/7/2022,5/7/2022,6/7/2022,1,RT1,others,,Cancelled,9750,3900
Jul052219562RT118,19562,3/7/2022,5/7/2022,7/7/2022,4,RT1,logtrip,5,Checked Out,11700,11700
Jul052219562RT21,19562,29-06-22,5/7/2022,11/7/2022,2,RT2,direct online,,Checked Out,13500,13500
Jul052219562RT22,19562,29-06-22,5/7/2022,6/7/2022,1,RT2,makeyourtrip,4,Checked Out,13500,13500
Jul052219562RT23,19562,29-06-22,5/7/2022,6/7/2022,2,RT2,tripster,5,Checked Out,13500,13500
Jul052219562RT24,19562,2/7/2022,5/7/2022,6/7/2022,4,RT2,tripster,5,Checked Out,16200,16200
Jul052219562RT25,19562,5/7/2022,5/7/2022,6/7/2022,2,RT2,journey,,No Show,13500,13500
Jul052219562RT26,19562,2/7/2022,5/7/2022,6/7/2022,2,RT2,journey,,Checked Out,13500,13500
Jul052219562RT27,19562,1/7/2022,5/7/2022,7/7/2022,2,RT2,others,,Checked Out,13500,13500
Jul052219562RT28,19562,29-06-22,5/7/2022,9/7/2022,3,RT2,makeyourtrip,,Cancelled,14850,5940
Jul052219562RT29,19562,3/7/2022,5/7/2022,10/7/2022,2,RT2,direct online,,Checked Out,13500,13500
Jul052219562RT210,19562,30-06-22,5/7/2022,6/7/2022,2,RT2,makeyourtrip,,Checked Out,13500,13500
Jul052219562RT211,19562,30-06-22,5/7/2022,6/7/2022,2,RT2,makeyourtrip,,Cancelled,13500,5400
Jul052219562RT212,19562,2/7/2022,5/7/2022,8/7/2022,2,RT2,direct online,,Checked Out,13500,13500
Jul052219562RT213,19562,3/7/2022,5/7/2022,6/7/2022,1,RT2,makeyourtrip,,Cancelled,13500,5400
Jul052219562RT214,19562,4/7/2022,5/7/2022,6/7/2022,2,RT2,others,,Cancelled,13500,5400
Jul052219562RT215,19562,2/7/2022,5/7/2022,7/7/2022,2,RT2,logtrip,,Cancelled,13500,5400
Jul052219562RT216,19562,5/7/2022,5/7/2022,7/7/2022,2,RT2,direct online,,Cancelled,13500,5400
Jul052219562RT217,19562,2/7/2022,5/7/2022,6/7/2022,2,RT2,makeyourtrip,3,Checked Out,13500,13500
Jul052219562RT31,19562,14-06-22,5/7/2022,11/7/2022,4,RT3,makeyourtrip,,Cancelled,21600,8640
Jul052219562RT32,19562,3/7/2022,5/7/2022,7/7/2022,2,RT3,direct online,,Checked Out,18000,18000
Jul052219562RT33,19562,28-06-22,5/7/2022,7/7/2022,2,RT3,direct online,,Checked Out,18000,18000
Jul052219562RT34,19562,4/7/2022,5/7/2022,6/7/2022,2,RT3,others,,Cancelled,18000,7200
Jul052219562RT35,19562,28-06-22,5/7/2022,7/7/2022,3,RT3,others,5,Checked Out,19800,19800
Jul052219562RT36,19562,3/7/2022,5/7/2022,6/7/2022,3,RT3,others,,Checked Out,19800,19800
Jul052219562RT37,19562,30-06-22,5/7/2022,6/7/2022,1,RT3,direct offline,,Checked Out,18000,18000
Jul052219562RT38,19562,3/7/2022,5/7/2022,7/7/2022,6,RT3,others,,Checked Out,25200,25200
Jul052219562RT39,19562,4/7/2022,5/7/2022,6/7/2022,2,RT3,makeyourtrip,,Cancelled,18000,7200
Jul052219562RT310,19562,30-06-22,5/7/2022,6/7/2022,2,RT3,makeyourtrip,4,Checked Out,18000,18000
Jul052219562RT311,19562,3/7/2022,5/7/2022,7/7/2022,3,RT3,others,1,Checked Out,19800,19800
Jul052219562RT312,19562,3/7/2022,5/7/2022,10/7/2022,4,RT3,journey,,No Show,21600,21600
Jul052219562RT313,19562,1/7/2022,5/7/2022,6/7/2022,2,RT3,makeyourtrip,4,Checked Out,18000,18000
Jul052219562RT314,19562,2/7/2022,5/7/2022,11/7/2022,2,RT3,journey,,Checked Out,18000,18000
Jul052219562RT315,19562,14-06-22,5/7/2022,11/7/2022,2,RT3,others,5,Checked Out,18000,18000
Jul052219562RT316,19562,1/7/2022,5/7/2022,10/7/2022,3,RT3,tripster,,Checked Out,19800,19800
Jul052219562RT317,19562,2/7/2022,5/7/2022,6/7/2022,1,RT3,tripster,,Checked Out,18000,18000
Jul052219562RT318,19562,3/7/2022,5/7/2022,6/7/2022,2,RT3,makeyourtrip,,Cancelled,18000,7200
Jul052219562RT319,19562,1/7/2022,5/7/2022,10/7/2022,4,RT3,logtrip,,Cancelled,21600,8640
Jul052219562RT41,19562,2/7/2022,5/7/2022,11/7/2022,3,RT4,others,5,Checked Out,31350,31350
Jul052219562RT42,19562,3/7/2022,5/7/2022,6/7/2022,2,RT4,makeyourtrip,,Cancelled,28500,11400
Jul052219562RT43,19562,1/7/2022,5/7/2022,6/7/2022,2,RT4,makeyourtrip,5,Checked Out,28500,28500
Jul052219562RT44,19562,2/7/2022,5/7/2022,10/7/2022,3,RT4,logtrip,5,Checked Out,31350,31350
Jul052219562RT45,19562,2/7/2022,5/7/2022,10/7/2022,1,RT4,others,,Cancelled,28500,11400
Jul052219562RT46,19562,1/7/2022,5/7/2022,6/7/2022,1,RT4,logtrip,5,Checked Out,28500,28500
Jul052219562RT47,19562,3/7/2022,5/7/2022,10/7/2022,3,RT4,others,2,Checked Out,31350,31350
Jul052219562RT48,19562,3/7/2022,5/7/2022,9/7/2022,3,RT4,others,,Cancelled,31350,12540
Jul052219563RT11,19563,29-06-22,5/7/2022,6/7/2022,2,RT1,direct online,,Checked Out,9750,9750
Jul052219563RT12,19563,4/7/2022,5/7/2022,11/7/2022,1,RT1,others,,Checked Out,9750,9750
Jul052219563RT13,19563,5/7/2022,5/7/2022,10/7/2022,2,RT1,direct online,,Checked Out,9750,9750
Jul052219563RT14,19563,5/7/2022,5/7/2022,6/7/2022,2,RT1,journey,,No Show,9750,9750
Jul052219563RT15,19563,5/7/2022,5/7/2022,6/7/2022,1,RT1,makeyourtrip,3,Checked Out,9750,9750
Jul052219563RT16,19563,4/7/2022,5/7/2022,6/7/2022,1,RT1,journey,,Checked Out,9750,9750
Jul052219563RT17,19563,2/7/2022,5/7/2022,6/7/2022,1,RT1,logtrip,3,Checked Out,9750,9750
Jul052219563RT18,19563,5/7/2022,5/7/2022,6/7/2022,1,RT1,others,,Checked Out,9750,9750
Jul052219563RT19,19563,5/7/2022,5/7/2022,7/7/2022,1,RT1,logtrip,,Checked Out,9750,9750
Jul052219563RT110,19563,5/7/2022,5/7/2022,8/7/2022,1,RT1,direct offline,,Checked Out,9750,9750
Jul052219563RT111,19563,5/7/2022,5/7/2022,6/7/2022,1,RT1,logtrip,,Cancelled,9750,3900
Jul052219563RT112,19563,5/7/2022,5/7/2022,10/7/2022,4,RT1,direct online,,Cancelled,11700,4680
Jul052219563RT113,19563,2/7/2022,5/7/2022,7/7/2022,1,RT1,makeyourtrip,,Checked Out,9750,9750
Jul052219563RT114,19563,4/7/2022,5/7/2022,6/7/2022,3,RT1,logtrip,,Checked Out,10725,10725
Jul052219563RT21,19563,5/7/2022,5/7/2022,6/7/2022,2,RT2,tripster,3,Checked Out,13500,13500
Jul052219563RT22,19563,4/7/2022,5/7/2022,6/7/2022,2,RT2,direct offline,,Cancelled,13500,5400
Jul052219563RT23,19563,1/7/2022,5/7/2022,7/7/2022,1,RT2,others,,Cancelled,13500,5400
Jul052219563RT24,19563,1/7/2022,5/7/2022,8/7/2022,4,RT2,others,2,Checked Out,16200,16200
Jul052219563RT25,19563,3/7/2022,5/7/2022,6/7/2022,1,RT2,logtrip,,Checked Out,13500,13500
Jul052219563RT26,19563,4/7/2022,5/7/2022,6/7/2022,1,RT2,logtrip,,Cancelled,13500,5400
Jul052219563RT27,19563,4/7/2022,5/7/2022,7/7/2022,2,RT2,others,,Cancelled,13500,5400
Jul052219563RT28,19563,4/7/2022,5/7/2022,6/7/2022,1,RT2,others,3,Checked Out,13500,13500
Jul052219563RT29,19563,5/7/2022,5/7/2022,8/7/2022,4,RT2,makeyourtrip,,Checked Out,16200,16200
Jul052219563RT210,19563,3/7/2022,5/7/2022,7/7/2022,1,RT2,makeyourtrip,3,Checked Out,13500,13500
Jul052219563RT211,19563,5/7/2022,5/7/2022,6/7/2022,4,RT2,direct offline,,Cancelled,16200,6480
Jul052219563RT212,19563,3/7/2022,5/7/2022,7/7/2022,4,RT2,tripster,3,Checked Out,16200,16200
Jul052219563RT213,19563,14-06-22,5/7/2022,9/7/2022,1,RT2,others,3,Checked Out,13500,13500
Jul052219563RT214,19563,29-06-22,5/7/2022,7/7/2022,2,RT2,others,,Cancelled,13500,5400
Jul052219563RT215,19563,4/7/2022,5/7/2022,7/7/2022,1,RT2,makeyourtrip,3,Checked Out,13500,13500
Jul052219563RT216,19563,5/7/2022,5/7/2022,9/7/2022,2,RT2,tripster,,Cancelled,13500,5400
Jul052219563RT217,19563,5/7/2022,5/7/2022,6/7/2022,2,RT2,makeyourtrip,,Checked Out,13500,13500
Jul052219563RT218,19563,30-06-22,5/7/2022,6/7/2022,1,RT2,others,3,Checked Out,13500,13500
Jul052219563RT219,19563,3/7/2022,5/7/2022,6/7/2022,2,RT2,journey,3,Checked Out,13500,13500
Jul052219563RT220,19563,2/7/2022,5/7/2022,9/7/2022,2,RT2,logtrip,,Checked Out,13500,13500
Jul052219563RT221,19563,5/7/2022,5/7/2022,6/7/2022,1,RT2,others,,Checked Out,13500,13500
Jul052219563RT222,19563,4/7/2022,5/7/2022,8/7/2022,1,RT2,logtrip,5,Checked Out,13500,13500
Jul052219563RT223,19563,4/7/2022,5/7/2022,6/7/2022,1,RT2,others,4,Checked Out,13500,13500
Jul052219563RT224,19563,2/7/2022,5/7/2022,7/7/2022,1,RT2,direct offline,3,Checked Out,13500,13500
Jul052219563RT225,19563,5/7/2022,5/7/2022,6/7/2022,1,RT2,others,,Checked Out,13500,13500
Jul052219563RT226,19563,4/7/2022,5/7/2022,6/7/2022,2,RT2,logtrip,,Checked Out,13500,13500
Jul052219563RT227,19563,5/7/2022,5/7/2022,10/7/2022,2,RT2,others,,Cancelled,13500,5400
Jul052219563RT31,19563,5/7/2022,5/7/2022,6/7/2022,1,RT3,others,,Cancelled,18000,7200
Jul052219563RT32,19563,3/7/2022,5/7/2022,6/7/2022,1,RT3,direct online,,Checked Out,18000,18000
Jul052219563RT33,19563,4/7/2022,5/7/2022,6/7/2022,2,RT3,makeyourtrip,,Checked Out,18000,18000
Jul052219563RT34,19563,4/7/2022,5/7/2022,6/7/2022,3,RT3,logtrip,,Checked Out,19800,19800
Jul052219563RT35,19563,5/7/2022,5/7/2022,8/7/2022,5,RT3,others,3,Checked Out,23400,23400
Jul052219563RT36,19563,4/7/2022,5/7/2022,7/7/2022,1,RT3,others,2,Checked Out,18000,18000
Jul052219563RT37,19563,5/7/2022,5/7/2022,6/7/2022,2,RT3,others,3,Checked Out,18000,18000
Jul052219563RT38,19563,5/7/2022,5/7/2022,9/7/2022,3,RT3,others,,Checked Out,19800,19800
Jul052219563RT39,19563,29-06-22,5/7/2022,6/7/2022,1,RT3,journey,,Cancelled,18000,7200
Jul052219563RT310,19563,5/7/2022,5/7/2022,6/7/2022,5,RT3,tripster,,No Show,23400,23400
Jul052219563RT311,19563,4/7/2022,5/7/2022,6/7/2022,2,RT3,makeyourtrip,3,Checked Out,18000,18000
Jul052219563RT312,19563,4/7/2022,5/7/2022,6/7/2022,1,RT3,direct online,,Cancelled,18000,7200
Jul052219563RT313,19563,5/7/2022,5/7/2022,6/7/2022,5,RT3,others,3,Checked Out,23400,23400
Jul052219563RT314,19563,4/7/2022,5/7/2022,6/7/2022,1,RT3,makeyourtrip,3,Checked Out,18000,18000
Jul052219563RT41,19563,15-06-22,5/7/2022,6/7/2022,1,RT4,logtrip,,Checked Out,28500,28500
Jul052219563RT42,19563,2/7/2022,5/7/2022,6/7/2022,1,RT4,tripster,,Cancelled,28500,11400
Jul052219563RT43,19563,4/7/2022,5/7/2022,6/7/2022,4,RT4,direct offline,2,Checked Out,34200,34200
Jul052219563RT44,19563,4/7/2022,5/7/2022,7/7/2022,3,RT4,logtrip,,Cancelled,31350,12540
Jul052217564RT11,17564,3/7/2022,5/7/2022,9/7/2022,4,RT1,direct online,2,Checked Out,13260,13260
Jul052217564RT12,17564,1/7/2022,5/7/2022,7/7/2022,2,RT1,tripster,3,Checked Out,11050,11050
Jul052217564RT13,17564,2/7/2022,5/7/2022,6/7/2022,2,RT1,others,,Cancelled,11050,4420
Jul052217564RT14,17564,28-06-22,5/7/2022,6/7/2022,4,RT1,others,1,Checked Out,13260,13260
Jul052217564RT15,17564,5/7/2022,5/7/2022,6/7/2022,1,RT1,logtrip,,Cancelled,11050,4420
Jul052217564RT16,17564,29-06-22,5/7/2022,6/7/2022,1,RT1,others,1,Checked Out,11050,11050
Jul052217564RT17,17564,5/7/2022,5/7/2022,8/7/2022,1,RT1,others,,Cancelled,11050,4420
Jul052217564RT21,17564,5/7/2022,5/7/2022,6/7/2022,1,RT2,tripster,,Checked Out,15300,15300
Jul052217564RT22,17564,5/7/2022,5/7/2022,8/7/2022,1,RT2,makeyourtrip,2,Checked Out,15300,15300
Jul052217564RT23,17564,4/7/2022,5/7/2022,6/7/2022,1,RT2,makeyourtrip,,Cancelled,15300,6120
Jul052217564RT24,17564,5/7/2022,5/7/2022,8/7/2022,1,RT2,makeyourtrip,,Cancelled,15300,6120
Jul052217564RT25,17564,4/7/2022,5/7/2022,8/7/2022,1,RT2,makeyourtrip,,Cancelled,15300,6120
Jul052217564RT26,17564,5/7/2022,5/7/2022,6/7/2022,1,RT2,others,2,Checked Out,15300,15300
Jul052217564RT27,17564,5/7/2022,5/7/2022,6/7/2022,2,RT2,logtrip,2,Checked Out,15300,15300
Jul052217564RT28,17564,4/7/2022,5/7/2022,6/7/2022,3,RT2,makeyourtrip,,Cancelled,16830,6732
Jul052217564RT29,17564,4/7/2022,5/7/2022,6/7/2022,1,RT2,others,2,Checked Out,15300,15300
Jul052217564RT210,17564,4/7/2022,5/7/2022,6/7/2022,1,RT2,tripster,2,Checked Out,15300,15300
Jul052217564RT211,17564,5/7/2022,5/7/2022,6/7/2022,1,RT2,direct online,,Checked Out,15300,15300
Jul052217564RT212,17564,4/7/2022,5/7/2022,6/7/2022,1,RT2,logtrip,3,Checked Out,15300,15300
Jul052217564RT213,17564,5/7/2022,5/7/2022,6/7/2022,1,RT2,logtrip,,Cancelled,15300,6120
Jul052217564RT214,17564,4/7/2022,5/7/2022,6/7/2022,1,RT2,others,1,Checked Out,15300,15300
Jul052217564RT215,17564,4/7/2022,5/7/2022,6/7/2022,3,RT2,makeyourtrip,,Checked Out,16830,16830
Jul052217564RT216,17564,5/7/2022,5/7/2022,7/7/2022,1,RT2,makeyourtrip,,No Show,15300,15300
Jul052217564RT217,17564,4/7/2022,5/7/2022,6/7/2022,2,RT2,others,1,Checked Out,15300,15300
Jul052217564RT218,17564,5/7/2022,5/7/2022,6/7/2022,1,RT2,makeyourtrip,4,Checked Out,15300,15300
Jul052217564RT31,17564,2/7/2022,5/7/2022,6/7/2022,1,RT3,others,2,Checked Out,20400,20400
Jul052217564RT32,17564,4/7/2022,5/7/2022,6/7/2022,1,RT3,journey,,Checked Out,20400,20400
Jul052217564RT33,17564,5/7/2022,5/7/2022,6/7/2022,6,RT3,makeyourtrip,,Cancelled,28560,11424
Jul052217564RT34,17564,5/7/2022,5/7/2022,9/7/2022,1,RT3,makeyourtrip,,Cancelled,20400,8160
Jul052217564RT35,17564,29-06-22,5/7/2022,9/7/2022,2,RT3,makeyourtrip,,Cancelled,20400,8160
Jul052217564RT36,17564,5/7/2022,5/7/2022,10/7/2022,1,RT3,direct online,,Cancelled,20400,8160
Jul052217564RT37,17564,3/7/2022,5/7/2022,6/7/2022,1,RT3,logtrip,,Checked Out,20400,20400
Jul052217564RT38,17564,2/7/2022,5/7/2022,6/7/2022,1,RT3,logtrip,2,Checked Out,20400,20400
Jul052217564RT39,17564,5/7/2022,5/7/2022,8/7/2022,2,RT3,makeyourtrip,,Cancelled,20400,8160
Jul052217564RT41,17564,4/7/2022,5/7/2022,6/7/2022,2,RT4,direct online,2,Checked Out,32300,32300
Jul052217564RT42,17564,4/7/2022,5/7/2022,6/7/2022,1,RT4,others,,Checked Out,32300,32300
Jul052217564RT43,17564,4/7/2022,5/7/2022,6/7/2022,1,RT4,journey,,Checked Out,32300,32300
Jul052217564RT44,17564,3/7/2022,5/7/2022,6/7/2022,1,RT4,logtrip,2,Checked Out,32300,32300
Jul052217564RT45,17564,4/7/2022,5/7/2022,7/7/2022,1,RT4,tripster,,Checked Out,32300,32300
Jul052217564RT46,17564,30-06-22,5/7/2022,6/7/2022,4,RT4,makeyourtrip,,Cancelled,38760,15504
Jul062216558RT11,16558,3/7/2022,6/7/2022,8/7/2022,2,RT1,others,3,Checked Out,9100,9100
Jul062216558RT12,16558,1/7/2022,6/7/2022,7/7/2022,3,RT1,logtrip,5,Checked Out,10010,10010
Jul062216558RT13,16558,4/7/2022,6/7/2022,11/7/2022,1,RT1,journey,5,Checked Out,9100,9100
Jul062216558RT14,16558,3/7/2022,6/7/2022,7/7/2022,3,RT1,makeyourtrip,4,Checked Out,10010,10010
Jul062216558RT15,16558,4/7/2022,6/7/2022,7/7/2022,2,RT1,others,,Cancelled,9100,3640
Jul062216558RT16,16558,2/7/2022,6/7/2022,12/7/2022,2,RT1,others,,Checked Out,9100,9100
Jul062216558RT17,16558,3/7/2022,6/7/2022,11/7/2022,2,RT1,journey,,Checked Out,9100,9100
Jul062216558RT18,16558,3/7/2022,6/7/2022,7/7/2022,2,RT1,others,5,Checked Out,9100,9100
Jul062216558RT19,16558,6/7/2022,6/7/2022,7/7/2022,4,RT1,others,5,Checked Out,10920,10920
Jul062216558RT110,16558,30-06-22,6/7/2022,7/7/2022,2,RT1,journey,,Cancelled,9100,3640
Jul062216558RT21,16558,1/7/2022,6/7/2022,7/7/2022,2,RT2,others,1,Checked Out,12600,12600
Jul062216558RT22,16558,3/7/2022,6/7/2022,11/7/2022,4,RT2,others,5,Checked Out,15120,15120
Jul062216558RT23,16558,4/7/2022,6/7/2022,7/7/2022,4,RT2,others,,Cancelled,15120,6048
Jul062216558RT24,16558,16-06-22,6/7/2022,8/7/2022,3,RT2,makeyourtrip,5,Checked Out,13860,13860
Jul062216558RT25,16558,1/7/2022,6/7/2022,7/7/2022,2,RT2,others,5,Checked Out,12600,12600
Jul062216558RT26,16558,1/7/2022,6/7/2022,11/7/2022,2,RT2,others,2,Checked Out,12600,12600
Jul062216558RT27,16558,3/7/2022,6/7/2022,8/7/2022,1,RT2,journey,5,Checked Out,12600,12600
Jul062216558RT28,16558,5/7/2022,6/7/2022,9/7/2022,2,RT2,others,,Checked Out,12600,12600
Jul062216558RT29,16558,15-06-22,6/7/2022,7/7/2022,2,RT2,others,,No Show,12600,12600
Jul062216558RT210,16558,3/7/2022,6/7/2022,9/7/2022,2,RT2,logtrip,1,Checked Out,12600,12600
Jul062216558RT211,16558,3/7/2022,6/7/2022,7/7/2022,2,RT2,others,,Checked Out,12600,12600
Jul062216558RT212,16558,2/7/2022,6/7/2022,9/7/2022,2,RT2,others,,Checked Out,12600,12600
Jul062216558RT213,16558,5/7/2022,6/7/2022,11/7/2022,2,RT2,makeyourtrip,5,Checked Out,12600,12600
Jul062216558RT214,16558,6/7/2022,6/7/2022,7/7/2022,3,RT2,makeyourtrip,,Checked Out,13860,13860
Jul062216558RT31,16558,2/7/2022,6/7/2022,7/7/2022,2,RT3,logtrip,4,Checked Out,16800,16800
Jul062216558RT32,16558,3/7/2022,6/7/2022,8/7/2022,6,RT3,others,,Cancelled,23520,9408
Jul062216558RT33,16558,3/7/2022,6/7/2022,11/7/2022,3,RT3,others,5,Checked Out,18480,18480
Jul062216558RT34,16558,5/7/2022,6/7/2022,11/7/2022,2,RT3,others,5,Checked Out,16800,16800
Jul062216558RT35,16558,4/7/2022,6/7/2022,7/7/2022,2,RT3,makeyourtrip,5,Checked Out,16800,16800
Jul062216558RT41,16558,4/7/2022,6/7/2022,12/7/2022,2,RT4,logtrip,,Checked Out,26600,26600
Jul062216558RT42,16558,4/7/2022,6/7/2022,7/7/2022,2,RT4,others,5,Checked Out,26600,26600
Jul062216559RT11,16559,15-06-22,6/7/2022,8/7/2022,1,RT1,others,,Cancelled,11050,4420
Jul062216559RT12,16559,3/7/2022,6/7/2022,12/7/2022,2,RT1,tripster,,Cancelled,11050,4420
Jul062216559RT13,16559,30-06-22,6/7/2022,7/7/2022,1,RT1,others,1,Checked Out,11050,11050
Jul062216559RT14,16559,1/7/2022,6/7/2022,7/7/2022,2,RT1,others,,Checked Out,11050,11050
Jul062216559RT15,16559,1/7/2022,6/7/2022,7/7/2022,2,RT1,others,5,Checked Out,11050,11050
Jul062216559RT16,16559,30-06-22,6/7/2022,9/7/2022,1,RT1,journey,,Cancelled,11050,4420
Jul062216559RT17,16559,2/7/2022,6/7/2022,8/7/2022,3,RT1,direct offline,5,Checked Out,12155,12155
Jul062216559RT18,16559,4/7/2022,6/7/2022,11/7/2022,1,RT1,others,,Cancelled,11050,4420
Jul062216559RT19,16559,3/7/2022,6/7/2022,12/7/2022,2,RT1,makeyourtrip,,Checked Out,11050,11050
Jul062216559RT110,16559,6/7/2022,6/7/2022,7/7/2022,2,RT1,makeyourtrip,,No Show,11050,11050
Jul062216559RT111,16559,2/7/2022,6/7/2022,7/7/2022,2,RT1,logtrip,,Checked Out,11050,11050
Jul062216559RT112,16559,15-06-22,6/7/2022,7/7/2022,2,RT1,others,,Cancelled,11050,4420
Jul062216559RT113,16559,4/7/2022,6/7/2022,7/7/2022,2,RT1,others,5,Checked Out,11050,11050
Jul062216559RT114,16559,16-06-22,6/7/2022,7/7/2022,2,RT1,direct offline,,Checked Out,11050,11050
Jul062216559RT115,16559,4/7/2022,6/7/2022,10/7/2022,2,RT1,journey,5,Checked Out,11050,11050
Jul062216559RT116,16559,1/7/2022,6/7/2022,8/7/2022,2,RT1,direct online,5,Checked Out,11050,11050
Jul062216559RT117,16559,30-06-22,6/7/2022,12/7/2022,2,RT1,others,,Checked Out,11050,11050
Jul062216559RT21,16559,3/7/2022,6/7/2022,7/7/2022,1,RT2,makeyourtrip,,Cancelled,15300,6120
Jul062216559RT22,16559,1/7/2022,6/7/2022,7/7/2022,2,RT2,journey,5,Checked Out,15300,15300
Jul062216559RT23,16559,2/7/2022,6/7/2022,7/7/2022,2,RT2,others,,Checked Out,15300,15300
Jul062216559RT24,16559,3/7/2022,6/7/2022,9/7/2022,2,RT2,direct online,5,Checked Out,15300,15300
Jul062216559RT25,16559,3/7/2022,6/7/2022,7/7/2022,1,RT2,others,5,Checked Out,15300,15300
Jul062216559RT26,16559,2/7/2022,6/7/2022,7/7/2022,3,RT2,others,3,Checked Out,16830,16830
Jul062216559RT27,16559,1/7/2022,6/7/2022,7/7/2022,2,RT2,others,,Cancelled,15300,6120
Jul062216559RT28,16559,4/7/2022,6/7/2022,11/7/2022,2,RT2,others,5,Checked Out,15300,15300
Jul062216559RT29,16559,6/7/2022,6/7/2022,12/7/2022,2,RT2,direct online,,Checked Out,15300,15300
Jul062216559RT210,16559,1/7/2022,6/7/2022,7/7/2022,1,RT2,makeyourtrip,4,Checked Out,15300,15300
Jul062216559RT211,16559,5/7/2022,6/7/2022,12/7/2022,2,RT2,others,4,Checked Out,15300,15300
